# year, month, day, hour, min, alt, bl13, bl14, bl34, moon 
2023 05 09 17 00 -1.35 0.00 0.00 0.00 0.00
2023 05 09 17 01 -1.14 0.00 0.00 0.00 0.00
2023 05 09 17 02 -0.93 0.00 0.00 0.00 0.00
2023 05 09 17 03 -0.72 0.00 0.00 0.00 0.00
2023 05 09 17 04 -0.51 0.00 0.00 0.00 0.00
2023 05 09 17 05 -0.30 0.00 0.00 0.00 0.00
2023 05 09 17 06 -0.10 0.00 0.00 0.00 0.00
2023 05 09 17 07 0.11 0.00 0.00 0.00 0.00
2023 05 09 17 08 0.32 0.00 0.00 0.00 0.00
2023 05 09 17 09 0.53 0.00 0.00 0.00 0.00
2023 05 09 17 10 0.74 0.00 0.00 0.00 0.00
2023 05 09 17 11 0.95 0.00 0.00 0.00 0.00
2023 05 09 17 12 1.16 0.00 0.00 0.00 0.00
2023 05 09 17 13 1.37 0.00 0.00 0.00 0.00
2023 05 09 17 14 1.58 0.00 0.00 0.00 0.00
2023 05 09 17 15 1.79 0.00 0.00 0.00 0.00
2023 05 09 17 16 2.00 0.00 0.00 0.00 0.00
2023 05 09 17 17 2.21 0.00 0.00 0.00 0.00
2023 05 09 17 18 2.42 0.00 0.00 0.00 0.00
2023 05 09 17 19 2.63 0.00 0.00 0.00 0.00
2023 05 09 17 20 2.84 0.00 0.00 0.00 0.00
2023 05 09 17 21 3.05 0.00 0.00 0.00 0.00
2023 05 09 17 22 3.27 0.00 0.00 0.00 0.00
2023 05 09 17 23 3.48 0.00 0.00 0.00 0.00
2023 05 09 17 24 3.69 0.00 0.00 0.00 0.00
2023 05 09 17 25 3.90 0.00 0.00 0.00 0.00
2023 05 09 17 26 4.11 0.00 0.00 0.00 0.00
2023 05 09 17 27 4.32 0.00 0.00 0.00 0.00
2023 05 09 17 28 4.54 0.00 0.00 0.00 0.00
2023 05 09 17 29 4.75 0.00 0.00 0.00 0.00
2023 05 09 17 30 4.96 0.00 0.00 0.00 0.00
2023 05 09 17 31 5.17 0.00 0.00 0.00 0.00
2023 05 09 17 32 5.39 0.00 0.00 0.00 0.00
2023 05 09 17 33 5.60 0.00 0.00 0.00 0.00
2023 05 09 17 34 5.81 0.00 0.00 0.00 0.00
2023 05 09 17 35 6.03 0.00 0.00 0.00 0.00
2023 05 09 17 36 6.24 0.00 0.00 0.00 0.00
2023 05 09 17 37 6.45 0.00 0.00 0.00 0.00
2023 05 09 17 38 6.67 0.00 0.00 0.00 0.00
