# realtime, hour, min, alt, baseline, rate, SC
44666.303472223 19 17 43.14 89.05 751.41 0.28
44666.304166667 19 18 43.23 89.21 751.87 0.28
44666.304861111 19 19 43.31 89.37 752.33 0.27
44666.305555556 19 20 43.40 89.52 752.79 0.27
44666.306250000 19 21 43.48 89.68 753.24 0.27
44666.306944445 19 22 43.56 89.83 753.70 0.27
44666.307638889 19 23 43.64 89.99 754.15 0.27
44666.308333334 19 24 43.73 90.14 754.60 0.27
44666.309027778 19 25 43.81 90.29 755.05 0.27
44666.309722223 19 26 43.89 90.45 755.49 0.26
44666.310416667 19 27 43.97 90.60 755.93 0.26
44666.311111111 19 28 44.05 90.75 756.32 0.26
44666.311805556 19 29 44.13 90.90 756.67 0.26
44666.312500000 19 30 44.21 91.05 757.02 0.26
44666.313194445 19 31 44.29 91.20 757.37 0.26
44666.313888889 19 32 44.37 91.35 757.71 0.26
44666.314583334 19 33 44.44 91.50 758.05 0.26
44666.315277778 19 34 44.52 91.65 758.40 0.25
44666.315972223 19 35 44.60 91.80 758.74 0.25
44666.316666667 19 36 44.68 91.95 759.07 0.25
44666.317361111 19 37 44.75 92.10 759.41 0.25
44666.318055556 19 38 44.83 92.24 759.74 0.25
44666.318750000 19 39 44.90 92.39 760.07 0.25
44666.319444445 19 40 44.98 92.54 760.40 0.25
44666.320138889 19 41 45.05 92.68 760.79 0.25
44666.320833334 19 42 45.13 92.83 761.20 0.24
44666.321527778 19 43 45.20 92.98 761.60 0.24
44666.322222223 19 44 45.27 93.12 762.00 0.24
44666.322916667 19 45 45.35 93.26 762.40 0.24
44666.323611111 19 46 45.42 93.41 762.80 0.24
44666.324305556 19 47 45.49 93.55 763.20 0.24
44666.325000000 19 48 45.56 93.69 763.59 0.24
44666.325694445 19 49 45.63 93.84 763.98 0.24
44666.326388889 19 50 45.70 93.98 764.36 0.23
44666.327083334 19 51 45.77 94.12 764.75 0.23
44666.327777778 19 52 45.84 94.26 765.13 0.23
44666.328472223 19 53 45.91 94.40 765.51 0.23
44666.329166667 19 54 45.98 94.54 765.88 0.23
44666.329861112 19 55 46.05 94.68 766.20 0.23
44666.330555556 19 56 46.12 94.82 766.50 0.23
44666.331250000 19 57 46.18 94.96 766.79 0.23
44666.331944445 19 58 46.25 95.10 767.09 0.23
44666.332638889 19 59 46.32 95.23 767.38 0.22
44666.333333334 20 00 46.38 95.37 767.66 0.22
44666.334027778 20 01 46.45 95.51 767.95 0.22
44666.334722223 20 02 46.51 95.64 768.23 0.22
44666.335416667 20 03 46.58 95.78 768.51 0.22
44666.336111112 20 04 46.64 95.91 768.79 0.22
44666.336805556 20 05 46.70 96.05 769.07 0.22
44666.337500000 20 06 46.77 96.18 769.34 0.22
44666.338194445 20 07 46.83 96.32 769.61 0.22
44666.338888889 20 08 46.89 96.45 769.88 0.21
44666.339583334 20 09 46.95 96.58 770.15 0.21
44666.340277778 20 10 47.01 96.71 770.41 0.21
44666.340972223 20 11 47.07 96.85 770.68 0.21
44666.341666667 20 12 47.13 96.98 770.94 0.21
44666.342361112 20 13 47.19 97.11 771.19 0.21
44666.343055556 20 14 47.25 97.24 771.45 0.21
44666.343750000 20 15 47.30 97.37 771.70 0.21
44666.344444445 20 16 47.36 97.50 771.95 0.21
44666.345138889 20 17 47.42 97.63 772.20 0.20
44666.345833334 20 18 47.47 97.75 772.44 0.20
44666.346527778 20 19 47.53 97.88 772.69 0.20
44666.347222223 20 20 47.58 98.01 772.93 0.20
44666.347916667 20 21 47.64 98.14 773.16 0.20
44666.348611112 20 22 47.69 98.26 773.40 0.20
44666.349305556 20 23 47.74 98.39 773.63 0.20
44666.350000000 20 24 47.80 98.51 773.86 0.20
44666.350694445 20 25 47.85 98.64 774.09 0.20
44666.351388889 20 26 47.90 98.76 774.32 0.20
44666.352083334 20 27 47.95 98.89 774.54 0.20
44666.352777778 20 28 48.00 99.01 774.76 0.19
44666.353472223 20 29 48.05 99.13 774.98 0.19
44666.354166667 20 30 48.10 99.25 775.19 0.19
44666.354861112 20 31 48.15 99.38 775.40 0.19
44666.355555556 20 32 48.19 99.50 775.61 0.19
44666.356250000 20 33 48.24 99.62 775.82 0.19
44666.356944445 20 34 48.29 99.74 776.02 0.19
44666.357638889 20 35 48.33 99.86 776.22 0.19
44666.358333334 20 36 48.38 99.98 776.42 0.19
44666.359027778 20 37 48.42 100.10 776.62 0.19
44666.359722223 20 38 48.47 100.21 776.81 0.19
44666.360416667 20 39 48.51 100.33 777.00 0.18
44666.361111112 20 40 48.55 100.45 777.19 0.18
44666.361805556 20 41 48.60 100.57 777.38 0.18
44666.362500001 20 42 48.64 100.68 777.56 0.18
44666.363194445 20 43 48.68 100.80 777.74 0.18
44666.363888889 20 44 48.72 100.91 777.92 0.18
44666.364583334 20 45 48.76 101.03 778.09 0.18
44666.365277778 20 46 48.80 101.14 778.26 0.18
44666.365972223 20 47 48.84 101.26 778.43 0.18
44666.366666667 20 48 48.87 101.37 778.60 0.18
44666.367361112 20 49 48.91 101.48 778.76 0.18
44666.368055556 20 50 48.95 101.59 778.92 0.17
44666.368750001 20 51 48.98 101.71 779.08 0.17
44666.369444445 20 52 49.02 101.82 779.21 0.17
44666.370138889 20 53 49.05 101.93 779.33 0.17
44666.370833334 20 54 49.09 102.04 779.44 0.17
44666.371527778 20 55 49.12 102.15 779.55 0.17
44666.372222223 20 56 49.15 102.26 779.66 0.17
44666.372916667 20 57 49.18 102.37 779.76 0.17
44666.373611112 20 58 49.22 102.47 779.86 0.17
44666.374305556 20 59 49.25 102.58 779.96 0.17
44666.375000001 21 00 49.28 102.69 780.06 0.17
44666.375694445 21 01 49.31 102.80 780.16 0.17
44666.376388889 21 02 49.33 102.90 780.25 0.17
44666.377083334 21 03 49.36 103.01 780.35 0.16
44666.377777778 21 04 49.39 103.11 780.44 0.16
44666.378472223 21 05 49.42 103.22 780.52 0.16
44666.379166667 21 06 49.44 103.32 780.61 0.16
44666.379861112 21 07 49.47 103.43 780.69 0.16
44666.380555556 21 08 49.49 103.53 780.77 0.16
44666.381250001 21 09 49.52 103.63 780.85 0.16
44666.381944445 21 10 49.54 103.73 780.93 0.16
