# realtime, hour, min, alt, baseline, rate, SC
44668.409027778 21 49 49.86 107.98 781.97 0.13
44668.409722223 21 50 49.85 108.06 781.94 0.13
44668.410416667 21 51 49.84 108.14 781.90 0.13
44668.411111112 21 52 49.82 108.21 781.86 0.13
44668.411805556 21 53 49.81 108.29 781.82 0.13
44668.412500001 21 54 49.80 108.37 781.78 0.13
44668.413194445 21 55 49.79 108.45 781.74 0.13
44668.413888890 21 56 49.77 108.52 781.69 0.13
44668.414583334 21 57 49.76 108.60 781.64 0.13
44668.415277778 21 58 49.74 108.67 781.59 0.13
44668.415972223 21 59 49.72 108.75 781.54 0.13
44668.416666667 22 00 49.71 108.82 781.48 0.13
44668.417361112 22 01 49.69 108.90 781.42 0.13
44668.418055556 22 02 49.67 108.97 781.36 0.13
44668.418750001 22 03 49.65 109.04 781.30 0.13
44668.419444445 22 04 49.63 109.12 781.24 0.13
44668.420138890 22 05 49.61 109.19 781.17 0.12
44668.420833334 22 06 49.59 109.26 781.10 0.12
44668.421527778 22 07 49.57 109.33 781.03 0.12
44668.422222223 22 08 49.55 109.40 780.95 0.12
44668.422916667 22 09 49.52 109.47 780.88 0.12
44668.423611112 22 10 49.50 109.54 780.80 0.12
44668.424305556 22 11 49.48 109.61 780.72 0.12
44668.425000001 22 12 49.45 109.68 780.64 0.12
44668.425694445 22 13 49.43 109.75 780.55 0.12
44668.426388890 22 14 49.40 109.82 780.46 0.12
44668.427083334 22 15 49.37 109.89 780.38 0.12
44668.427777778 22 16 49.34 109.96 780.28 0.12
44668.428472223 22 17 49.32 110.02 780.19 0.12
44668.429166667 22 18 49.29 110.09 780.09 0.12
44668.429861112 22 19 49.26 110.16 780.00 0.12
44668.430555556 22 20 49.23 110.22 779.90 0.12
44668.431250001 22 21 49.20 110.29 779.79 0.12
44668.431944445 22 22 49.16 110.35 779.69 0.12
44668.432638890 22 23 49.13 110.42 779.58 0.12
44668.433333334 22 24 49.10 110.48 779.47 0.12
44668.434027779 22 25 49.06 110.54 779.36 0.12
44668.434722223 22 26 49.03 110.61 779.25 0.12
44668.435416667 22 27 48.99 110.67 779.13 0.12
44668.436111112 22 28 48.96 110.73 778.97 0.12
44668.436805556 22 29 48.92 110.79 778.81 0.12
44668.437500001 22 30 48.89 110.86 778.65 0.12
44668.438194445 22 31 48.85 110.92 778.48 0.11
44668.438888890 22 32 48.81 110.98 778.32 0.11
44668.439583334 22 33 48.77 111.04 778.15 0.11
44668.440277779 22 34 48.73 111.10 777.97 0.11
44668.440972223 22 35 48.69 111.16 777.80 0.11
44668.441666667 22 36 48.65 111.22 777.62 0.11
44668.442361112 22 37 48.61 111.27 777.44 0.11
44668.443055556 22 38 48.57 111.33 777.25 0.11
44668.443750001 22 39 48.52 111.39 777.06 0.11
44668.444444445 22 40 48.48 111.45 776.87 0.11
44668.445138890 22 41 48.44 111.51 776.68 0.11
44668.445833334 22 42 48.39 111.56 776.49 0.11
44668.446527779 22 43 48.35 111.62 776.29 0.11
44668.447222223 22 44 48.30 111.67 776.09 0.11
44668.447916667 22 45 48.26 111.73 775.88 0.11
44668.448611112 22 46 48.21 111.78 775.68 0.11
44668.449305556 22 47 48.16 111.84 775.47 0.11
44668.450000001 22 48 48.11 111.89 775.26 0.11
44668.450694445 22 49 48.06 111.95 775.04 0.11
44668.451388890 22 50 48.02 112.00 774.83 0.11
44668.452083334 22 51 47.97 112.05 774.61 0.11
44668.452777779 22 52 47.91 112.11 774.39 0.11
44668.453472223 22 53 47.86 112.16 774.16 0.11
44668.454166667 22 54 47.81 112.21 773.94 0.11
44668.454861112 22 55 47.76 112.26 773.71 0.11
44668.455555556 22 56 47.71 112.31 773.47 0.11
44668.456250001 22 57 47.65 112.36 773.24 0.11
44668.456944445 22 58 47.60 112.41 773.00 0.11
44668.457638890 22 59 47.54 112.46 772.76 0.11
44668.458333334 23 00 47.49 112.51 772.52 0.11
44668.459027779 23 01 47.43 112.56 772.28 0.11
44668.459722223 23 02 47.38 112.61 772.03 0.11
44668.460416667 23 03 47.32 112.66 771.78 0.11
44668.461111112 23 04 47.26 112.71 771.53 0.10
44668.461805556 23 05 47.21 112.76 771.28 0.10
44668.462500001 23 06 47.15 112.80 771.02 0.10
44668.463194445 23 07 47.09 112.85 770.76 0.10
44668.463888890 23 08 47.03 112.90 770.50 0.10
44668.464583334 23 09 46.97 112.94 770.23 0.10
44668.465277779 23 10 46.91 112.99 769.97 0.10
44668.465972223 23 11 46.85 113.04 769.70 0.10
