# year, month, day, hour, min, alt, bl13, bl14, bl34, moon 
2023 04 28 17 00 65.44 0.00 0.00 0.00 0.00
2023 04 28 17 01 65.41 0.00 0.00 0.00 0.00
2023 04 28 17 02 65.37 0.00 0.00 0.00 0.00
2023 04 28 17 03 65.33 0.00 0.00 0.00 0.00
2023 04 28 17 04 65.29 0.00 0.00 0.00 0.00
2023 04 28 17 05 65.25 0.00 0.00 0.00 0.00
2023 04 28 17 06 65.21 0.00 0.00 0.00 0.00
2023 04 28 17 07 65.17 0.00 0.00 0.00 0.00
2023 04 28 17 08 65.12 0.00 0.00 0.00 0.00
2023 04 28 17 09 65.07 0.00 0.00 0.00 0.00
2023 04 28 17 10 65.03 0.00 0.00 0.00 0.00
2023 04 28 17 11 64.98 0.00 0.00 0.00 0.00
2023 04 28 17 12 64.92 169.45 112.81 117.09 109.28
2023 04 28 17 13 64.87 169.41 112.71 117.14 109.28
2023 04 28 17 14 64.82 169.37 112.61 117.19 109.28
2023 04 28 17 15 64.76 169.32 112.51 117.25 109.27
2023 04 28 17 16 64.70 169.27 112.41 117.30 109.25
2023 04 28 17 17 64.64 169.22 112.31 117.35 109.22
2023 04 28 17 18 64.58 169.17 112.21 117.40 109.19
2023 04 28 17 19 64.52 169.12 112.11 117.45 109.14
2023 04 28 17 20 64.46 169.07 112.00 117.50 109.09
2023 04 28 17 21 64.39 169.01 111.90 117.55 109.03
2023 04 28 17 22 64.33 168.95 111.79 117.60 108.96
2023 04 28 17 23 64.26 168.90 111.68 117.65 108.89
2023 04 28 17 24 64.19 168.84 111.58 117.70 108.81
2023 04 28 17 25 64.12 168.78 111.47 117.74 108.72
2023 04 28 17 26 64.05 168.71 111.36 117.79 108.62
2023 04 28 17 27 63.98 168.65 111.25 117.84 108.51
2023 04 28 17 28 63.90 168.58 111.14 117.88 108.40
2023 04 28 17 29 63.83 168.52 111.02 117.93 108.28
2023 04 28 17 30 63.75 168.45 110.91 117.97 108.15
2023 04 28 17 31 63.67 168.38 110.80 118.02 108.02
2023 04 28 17 32 63.59 168.31 110.68 118.06 107.87
2023 04 28 17 33 63.51 168.24 110.57 118.10 107.72
2023 04 28 17 34 63.43 168.16 110.45 118.14 107.57
2023 04 28 17 35 63.35 168.09 110.33 118.18 107.41
2023 04 28 17 36 63.26 168.01 110.22 118.22 107.24
2023 04 28 17 37 63.18 167.94 110.10 118.26 107.06
2023 04 28 17 38 63.09 167.86 109.98 118.30 106.88
2023 04 28 17 39 63.00 167.78 109.86 118.34 106.69
2023 04 28 17 40 62.91 167.70 109.74 118.38 106.50
2023 04 28 17 41 62.82 167.61 109.61 118.42 106.29
2023 04 28 17 42 62.73 167.53 109.49 118.46 106.09
2023 04 28 17 43 62.64 167.44 109.37 118.50 105.87
2023 04 28 17 44 62.55 167.36 109.24 118.53 105.66
2023 04 28 17 45 62.45 167.27 109.12 118.57 105.43
2023 04 28 17 46 62.36 167.18 108.99 118.60 105.20
2023 04 28 17 47 62.26 167.09 108.86 118.64 104.97
2023 04 28 17 48 62.16 166.99 108.73 118.67 104.73
2023 04 28 17 49 62.06 166.90 108.61 118.71 104.48
2023 04 28 17 50 61.96 166.81 108.48 118.74 104.23
2023 04 28 17 51 61.86 166.71 108.34 118.77 103.97
2023 04 28 17 52 61.76 166.61 108.21 118.81 103.71
2023 04 28 17 53 61.65 166.51 108.08 118.84 103.45
2023 04 28 17 54 61.55 166.41 107.95 118.87 103.18
2023 04 28 17 55 61.44 166.31 107.81 118.90 102.90
2023 04 28 17 56 61.34 166.21 107.68 118.93 102.62
2023 04 28 17 57 61.23 166.10 107.54 118.96 102.34
2023 04 28 17 58 61.12 166.00 107.40 118.99 102.05
2023 04 28 17 59 61.01 165.89 107.26 119.02 101.76
2023 04 28 18 00 60.90 165.78 107.13 119.05 101.47
2023 04 28 18 01 60.79 165.68 106.99 119.08 101.17
2023 04 28 18 02 60.68 165.57 106.84 119.10 100.86
2023 04 28 18 03 60.57 165.45 106.70 119.13 100.56
2023 04 28 18 04 60.45 165.34 106.56 119.16 100.25
2023 04 28 18 05 60.34 165.23 106.42 119.19 99.93
2023 04 28 18 06 60.22 165.11 106.27 119.21 99.62
2023 04 28 18 07 60.11 165.00 106.13 119.24 99.30
2023 04 28 18 08 59.99 164.88 105.98 119.26 98.97
2023 04 28 18 09 59.87 164.76 105.83 119.29 98.65
2023 04 28 18 10 59.75 164.64 105.69 119.31 98.32
2023 04 28 18 11 59.63 164.52 105.54 119.33 97.98
2023 04 28 18 12 59.51 164.39 105.39 119.36 97.65
2023 04 28 18 13 59.39 164.27 105.24 119.38 97.31
2023 04 28 18 14 59.27 164.15 105.09 119.40 96.97
2023 04 28 18 15 59.15 164.02 104.93 119.43 96.63
2023 04 28 18 16 59.02 163.89 104.78 119.45 96.29
2023 04 28 18 17 58.90 163.77 104.63 119.47 95.94
2023 04 28 18 18 58.77 163.64 104.47 119.49 95.59
2023 04 28 18 19 58.65 163.51 104.31 119.51 95.24
2023 04 28 18 20 58.52 163.37 104.16 119.53 94.89
2023 04 28 18 21 58.39 163.24 104.00 119.55 94.53
2023 04 28 18 22 58.26 163.11 103.84 119.57 94.17
2023 04 28 18 23 58.14 162.97 103.68 119.59 93.81
2023 04 28 18 24 58.01 162.84 103.52 119.61 93.45
2023 04 28 18 25 57.88 162.70 103.36 119.63 93.09
2023 04 28 18 26 57.74 162.56 103.20 119.65 92.73
2023 04 28 18 27 57.61 162.42 103.03 119.66 92.36
