# realtime, hour, min, alt, baseline, rate, SC
44671.629861112 03 07 74.02 119.80 624.41 0.42
44671.630555557 03 08 73.91 119.82 624.32 0.42
44671.631250001 03 09 73.80 119.85 624.23 0.42
44671.631944446 03 10 73.69 119.87 624.14 0.42
44671.632638890 03 11 73.57 119.89 624.04 0.42
44671.633333335 03 12 73.46 119.91 623.95 0.42
44671.634027779 03 13 73.34 119.93 623.85 0.42
44671.634722224 03 14 73.22 119.95 623.75 0.42
44671.635416668 03 15 73.09 119.97 623.65 0.42
44671.636111113 03 16 72.97 119.98 623.55 0.42
44671.636805557 03 17 72.84 120.00 623.45 0.42
44671.637500001 03 18 72.72 120.02 623.34 0.42
44671.638194446 03 19 72.59 120.03 623.24 0.42
44671.638888890 03 20 72.46 120.05 623.13 0.42
44671.639583335 03 21 72.32 120.06 623.02 0.42
44671.640277779 03 22 72.19 120.08 622.91 0.42
44671.640972224 03 23 72.05 120.09 622.80 0.42
44671.641666668 03 24 71.92 120.10 622.62 0.42
44671.642361113 03 25 71.78 120.11 622.39 0.42
44671.643055557 03 26 71.64 120.13 622.16 0.42
44671.643750001 03 27 71.49 120.14 621.93 0.42
44671.644444446 03 28 71.35 120.15 621.70 0.42
44671.645138890 03 29 71.21 120.16 621.46 0.42
44671.645833335 03 30 71.06 120.17 621.22 0.42
44671.646527779 03 31 70.91 120.17 621.05 0.42
44671.647222224 03 32 70.76 120.18 620.93 0.42
44671.647916668 03 33 70.61 120.19 620.81 0.42
44671.648611113 03 34 70.46 120.20 620.68 0.42
44671.649305557 03 35 70.31 120.20 620.56 0.42
44671.650000001 03 36 70.16 120.21 620.43 0.42
44671.650694446 03 37 70.00 120.21 620.31 0.42
44671.651388890 03 38 69.85 120.22 620.18 0.42
44671.652083335 03 39 69.69 120.22 620.05 0.42
44671.652777779 03 40 69.53 120.23 619.92 0.42
44671.653472224 03 41 69.38 120.23 619.79 0.42
44671.654166668 03 42 69.22 120.23 619.66 0.42
44671.654861113 03 43 69.05 120.23 619.53 0.42
44671.655555557 03 44 68.89 120.24 619.31 0.42
44671.656250001 03 45 68.73 120.24 619.05 0.42
44671.656944446 03 46 68.57 120.24 618.78 0.42
44671.657638890 03 47 68.40 120.24 618.51 0.42
44671.658333335 03 48 68.24 120.24 618.24 0.42
