Pointing::MechanicalModel_Camera
3
2020-02-09 12:00:00
2020-04-08 12:00:00
0	-6.5522
1	88.9343
2	0.0
3	0.0
4	-77.6587
5	-89.7596
6	12.4783
7	100.872
8	0.0
9	65.8208
10	66.678
11	43.0112
12	0.0
13	0.0
14	-39.2897
15	50.1541
16	283.406
17	0.68
18	15.28
