# year, month, day, hour, min, alt, bl13, bl14, bl34, moon 
2023 04 28 17 00 32.60 0.00 0.00 0.00 0.00
2023 04 28 17 01 32.72 0.00 0.00 0.00 0.00
2023 04 28 17 02 32.85 0.00 0.00 0.00 0.00
2023 04 28 17 03 32.97 0.00 0.00 0.00 0.00
2023 04 28 17 04 33.10 0.00 0.00 0.00 0.00
2023 04 28 17 05 33.22 0.00 0.00 0.00 0.00
2023 04 28 17 06 33.34 0.00 0.00 0.00 0.00
2023 04 28 17 07 33.47 0.00 0.00 0.00 0.00
2023 04 28 17 08 33.59 0.00 0.00 0.00 0.00
2023 04 28 17 09 33.71 0.00 0.00 0.00 0.00
2023 04 28 17 10 33.83 0.00 0.00 0.00 0.00
2023 04 28 17 11 33.96 0.00 0.00 0.00 0.00
2023 04 28 17 12 34.08 152.02 118.49 70.58 71.34
2023 04 28 17 13 34.20 152.11 118.49 70.79 71.59
2023 04 28 17 14 34.32 152.19 118.49 71.00 71.85
2023 04 28 17 15 34.45 152.28 118.48 71.21 72.10
2023 04 28 17 16 34.57 152.37 118.48 71.42 72.36
2023 04 28 17 17 34.69 152.46 118.47 71.63 72.61
2023 04 28 17 18 34.81 152.55 118.47 71.84 72.86
2023 04 28 17 19 34.94 152.64 118.46 72.05 73.12
2023 04 28 17 20 35.06 152.73 118.46 72.26 73.37
2023 04 28 17 21 35.18 152.82 118.45 72.47 73.62
2023 04 28 17 22 35.30 152.91 118.45 72.68 73.87
2023 04 28 17 23 35.42 153.01 118.44 72.88 74.11
2023 04 28 17 24 35.54 153.10 118.44 73.09 74.36
2023 04 28 17 25 35.66 153.19 118.43 73.30 74.61
2023 04 28 17 26 35.78 153.28 118.42 73.51 74.85
2023 04 28 17 27 35.91 153.38 118.42 73.71 75.09
2023 04 28 17 28 36.03 153.47 118.41 73.92 75.34
2023 04 28 17 29 36.15 153.56 118.40 74.13 75.58
2023 04 28 17 30 36.27 153.66 118.40 74.33 75.82
2023 04 28 17 31 36.39 153.75 118.39 74.54 76.06
2023 04 28 17 32 36.51 153.85 118.38 74.75 76.29
