# year, month, day, hour, min, alt, bl13, bl14, bl34, moon 
2023 04 29 17 00 33.09 0.00 0.00 0.00 0.00
2023 04 29 17 01 33.21 0.00 0.00 0.00 0.00
2023 04 29 17 02 33.33 0.00 0.00 0.00 0.00
2023 04 29 17 03 33.46 0.00 0.00 0.00 0.00
2023 04 29 17 04 33.58 0.00 0.00 0.00 0.00
2023 04 29 17 05 33.70 0.00 0.00 0.00 0.00
2023 04 29 17 06 33.83 0.00 0.00 0.00 0.00
2023 04 29 17 07 33.95 0.00 0.00 0.00 0.00
2023 04 29 17 08 34.07 0.00 0.00 0.00 0.00
2023 04 29 17 09 34.19 0.00 0.00 0.00 0.00
2023 04 29 17 10 34.32 0.00 0.00 0.00 0.00
2023 04 29 17 11 34.44 152.28 118.48 71.20 66.50
2023 04 29 17 12 34.56 152.36 118.48 71.41 66.81
2023 04 29 17 13 34.68 152.45 118.47 71.62 67.12
2023 04 29 17 14 34.81 152.54 118.47 71.83 67.43
2023 04 29 17 15 34.93 152.63 118.46 72.04 67.74
2023 04 29 17 16 35.05 152.72 118.46 72.25 68.05
2023 04 29 17 17 35.17 152.82 118.45 72.45 68.36
2023 04 29 17 18 35.29 152.91 118.45 72.66 68.67
2023 04 29 17 19 35.41 153.00 118.44 72.87 68.98
2023 04 29 17 20 35.53 153.09 118.44 73.08 69.29
2023 04 29 17 21 35.66 153.18 118.43 73.29 69.60
2023 04 29 17 22 35.78 153.28 118.42 73.49 69.92
2023 04 29 17 23 35.90 153.37 118.42 73.70 70.23
2023 04 29 17 24 36.02 153.46 118.41 73.91 70.54
2023 04 29 17 25 36.14 153.56 118.41 74.11 70.85
2023 04 29 17 26 36.26 153.65 118.40 74.32 71.16
2023 04 29 17 27 36.38 153.75 118.39 74.53 71.47
2023 04 29 17 28 36.50 153.84 118.38 74.73 71.78
2023 04 29 17 29 36.62 153.94 118.38 74.94 72.09
2023 04 29 17 30 36.74 154.03 118.37 75.14 72.40
2023 04 29 17 31 36.86 154.13 118.36 75.35 72.71
2023 04 29 17 32 36.98 154.23 118.35 75.55 73.02
2023 04 29 17 33 37.10 154.32 118.35 75.76 73.33
2023 04 29 17 34 37.22 154.42 118.34 75.96 73.64
