# year, month, day, hour, min, alt, bl13, bl14, bl34, moon 
2023 05 08 17 00 21.49 0.00 0.00 0.00 0.00
2023 05 08 17 01 21.67 0.00 0.00 0.00 0.00
2023 05 08 17 02 21.85 0.00 0.00 0.00 0.00
2023 05 08 17 03 22.04 0.00 0.00 0.00 0.00
2023 05 08 17 04 22.22 0.00 0.00 0.00 0.00
2023 05 08 17 05 22.40 0.00 0.00 0.00 0.00
2023 05 08 17 06 22.58 115.51 119.46 48.03 0.00
2023 05 08 17 07 22.76 115.61 119.45 48.38 0.00
2023 05 08 17 08 22.94 115.72 119.44 48.74 0.00
2023 05 08 17 09 23.13 115.82 119.44 49.09 0.00
2023 05 08 17 10 23.31 115.93 119.43 49.44 0.00
2023 05 08 17 11 23.49 116.04 119.42 49.79 0.00
2023 05 08 17 12 23.67 116.15 119.42 50.14 0.00
2023 05 08 17 13 23.86 116.26 119.41 50.49 0.00
2023 05 08 17 14 24.04 116.38 119.40 50.84 0.00
2023 05 08 17 15 24.22 116.49 119.40 51.19 0.00
2023 05 08 17 16 24.40 116.62 119.39 51.54 0.00
2023 05 08 17 17 24.59 116.74 119.38 51.88 0.00
2023 05 08 17 18 24.77 116.86 119.38 52.23 0.00
2023 05 08 17 19 24.95 116.99 119.37 52.58 0.00
2023 05 08 17 20 25.13 117.12 119.36 52.92 0.00
2023 05 08 17 21 25.32 117.25 119.36 53.27 0.00
2023 05 08 17 22 25.50 117.39 119.35 53.61 0.00
2023 05 08 17 23 25.68 117.52 119.35 53.96 0.00
2023 05 08 17 24 25.87 117.66 119.34 54.30 0.00
2023 05 08 17 25 26.05 117.80 119.34 54.64 0.00
2023 05 08 17 26 26.23 117.94 119.33 54.98 0.00
2023 05 08 17 27 26.42 118.09 119.33 55.32 0.00
2023 05 08 17 28 26.60 118.23 119.32 55.66 0.00
2023 05 08 17 29 26.79 118.38 119.32 56.00 0.00
2023 05 08 17 30 26.97 118.53 119.31 56.34 0.00
2023 05 08 17 31 27.15 118.69 119.31 56.68 0.00
2023 05 08 17 32 27.34 118.84 119.31 57.02 0.00
2023 05 08 17 33 27.52 119.00 119.30 57.36 0.00
2023 05 08 17 34 27.70 119.16 119.30 57.69 0.00
2023 05 08 17 35 27.89 119.32 119.29 58.03 0.00
2023 05 08 17 36 28.07 119.48 119.29 58.36 0.00
2023 05 08 17 37 28.26 119.64 119.29 58.70 0.00
2023 05 08 17 38 28.44 119.81 119.29 59.03 0.00
2023 05 08 17 39 28.63 119.98 119.28 59.36 0.00
2023 05 08 17 40 28.81 120.15 119.28 59.70 0.00
2023 05 08 17 41 28.99 120.32 119.28 60.03 0.00
2023 05 08 17 42 29.18 120.49 119.27 60.36 0.00
2023 05 08 17 43 29.36 120.67 119.27 60.69 0.00
2023 05 08 17 44 29.55 120.85 119.27 61.02 0.00
2023 05 08 17 45 29.73 121.02 119.27 61.34 0.00
2023 05 08 17 46 29.92 121.21 119.27 61.67 0.00
2023 05 08 17 47 30.10 121.39 119.27 62.00 0.00
2023 05 08 17 48 30.29 121.57 119.26 62.33 0.00
2023 05 08 17 49 30.47 121.76 119.26 62.65 0.00
2023 05 08 17 50 30.66 121.94 119.26 62.98 0.00
2023 05 08 17 51 30.84 122.13 119.26 63.30 0.00
2023 05 08 17 52 31.03 122.32 119.26 63.62 0.00
2023 05 08 17 53 31.21 122.51 119.26 63.95 0.00
2023 05 08 17 54 31.40 122.71 119.26 64.27 0.00
2023 05 08 17 55 31.58 122.90 119.26 64.59 0.00
2023 05 08 17 56 31.77 123.10 119.26 64.91 0.00
2023 05 08 17 57 31.95 123.30 119.26 65.23 0.00
2023 05 08 17 58 32.14 123.50 119.26 65.55 0.00
2023 05 08 17 59 32.32 123.70 119.26 65.86 0.00
2023 05 08 18 00 32.51 123.90 119.26 66.18 0.00
2023 05 08 18 01 32.69 124.10 119.26 66.50 0.00
2023 05 08 18 02 32.88 124.31 119.27 66.81 0.00
2023 05 08 18 03 33.06 124.51 119.27 67.13 0.00
2023 05 08 18 04 33.25 124.72 119.27 67.44 0.00
2023 05 08 18 05 33.43 124.93 119.27 67.75 0.00
2023 05 08 18 06 33.62 125.14 119.27 68.07 0.00
2023 05 08 18 07 33.81 125.35 119.27 68.38 0.00
2023 05 08 18 08 33.99 125.56 119.28 68.69 0.00
2023 05 08 18 09 34.18 125.78 119.28 69.00 0.00
2023 05 08 18 10 34.36 125.99 119.28 69.31 0.00
2023 05 08 18 11 34.55 126.21 119.28 69.61 0.00
2023 05 08 18 12 34.73 126.42 119.29 69.92 0.00
2023 05 08 18 13 34.92 126.64 119.29 70.23 0.00
2023 05 08 18 14 35.10 126.86 119.29 70.53 0.00
2023 05 08 18 15 35.29 127.08 119.30 70.84 0.00
2023 05 08 18 16 35.47 127.30 119.30 71.14 0.00
2023 05 08 18 17 35.66 127.53 119.30 71.45 0.00
2023 05 08 18 18 35.85 127.75 119.31 71.75 0.00
2023 05 08 18 19 36.03 127.97 119.31 72.05 0.00
2023 05 08 18 20 36.22 128.20 119.32 72.35 0.00
2023 05 08 18 21 36.40 128.43 119.32 72.65 0.00
2023 05 08 18 22 36.59 128.65 119.33 72.95 0.00
2023 05 08 18 23 36.77 128.88 119.33 73.25 0.00
2023 05 08 18 24 36.96 129.11 119.33 73.54 0.00
2023 05 08 18 25 37.14 129.34 119.34 73.84 0.00
2023 05 08 18 26 37.33 129.57 119.35 74.14 0.00
2023 05 08 18 27 37.52 129.80 119.35 74.43 0.00
2023 05 08 18 28 37.70 130.03 119.36 74.72 0.00
2023 05 08 18 29 37.89 130.27 119.36 75.02 0.00
2023 05 08 18 30 38.07 130.50 119.37 75.31 0.00
2023 05 08 18 31 38.26 130.74 119.37 75.60 0.00
2023 05 08 18 32 38.44 130.97 119.38 75.89 0.00
2023 05 08 18 33 38.63 131.21 119.39 76.18 0.00
2023 05 08 18 34 38.81 131.44 119.39 76.47 0.00
2023 05 08 18 35 39.00 131.68 119.40 76.75 0.00
2023 05 08 18 36 39.18 131.92 119.41 77.04 0.00
2023 05 08 18 37 39.37 132.16 119.41 77.33 0.00
2023 05 08 18 38 39.55 132.39 119.42 77.61 0.00
2023 05 08 18 39 39.74 132.63 119.43 77.90 0.00
2023 05 08 18 40 39.92 132.87 119.43 78.18 0.00
2023 05 08 18 41 40.11 133.11 119.44 78.46 0.00
2023 05 08 18 42 40.29 133.35 119.45 78.74 0.00
2023 05 08 18 43 40.48 133.60 119.46 79.02 0.00
2023 05 08 18 44 40.66 133.84 119.46 79.30 0.00
2023 05 08 18 45 40.85 134.08 119.47 79.58 0.00
2023 05 08 18 46 41.03 134.32 119.48 79.86 0.00
2023 05 08 18 47 41.22 134.57 119.49 80.13 0.00
2023 05 08 18 48 41.40 134.81 119.50 80.41 0.00
2023 05 08 18 49 41.59 135.05 119.50 80.68 41.59
2023 05 08 18 50 41.77 135.30 119.51 80.96 41.58
2023 05 08 18 51 41.96 135.54 119.52 81.23 41.58
2023 05 08 18 52 42.14 135.79 119.53 81.50 41.57
2023 05 08 18 53 42.33 136.03 119.54 81.77 41.57
2023 05 08 18 54 42.51 136.27 119.55 82.04 41.56
2023 05 08 18 55 42.70 136.52 119.56 82.31 41.55
2023 05 08 18 56 42.88 136.77 119.57 82.58 41.55
2023 05 08 18 57 43.06 137.01 119.57 82.85 41.54
2023 05 08 18 58 43.25 137.26 119.58 83.12 41.54
2023 05 08 18 59 43.43 137.50 119.59 83.38 41.53
2023 05 08 19 00 43.62 137.75 119.60 83.64 41.52
2023 05 08 19 01 43.80 137.99 119.61 83.91 41.52
2023 05 08 19 02 43.99 138.24 119.62 84.17 41.51
2023 05 08 19 03 44.17 138.49 119.63 84.43 41.50
2023 05 08 19 04 44.35 138.73 119.64 84.69 41.50
2023 05 08 19 05 44.54 138.98 119.65 84.95 41.49
2023 05 08 19 06 44.72 139.23 119.66 85.21 41.48
2023 05 08 19 07 44.90 139.47 119.67 85.47 41.47
2023 05 08 19 08 45.09 139.72 119.68 85.73 41.47
2023 05 08 19 09 45.27 139.96 119.69 85.98 41.46
2023 05 08 19 10 45.45 140.21 119.70 86.24 41.45
2023 05 08 19 11 45.64 140.46 119.71 86.49 41.45
2023 05 08 19 12 45.82 140.70 119.72 86.74 41.44
2023 05 08 19 13 46.00 140.95 119.73 87.00 41.43
2023 05 08 19 14 46.18 141.19 119.74 87.25 41.42
2023 05 08 19 15 46.37 141.44 119.75 87.50 41.42
2023 05 08 19 16 46.55 141.68 119.76 87.75 41.41
2023 05 08 19 17 46.73 141.93 119.77 87.99 41.40
2023 05 08 19 18 46.91 142.17 119.78 88.24 41.39
2023 05 08 19 19 47.10 142.42 119.79 88.49 41.39
2023 05 08 19 20 47.28 142.66 119.80 88.73 41.38
2023 05 08 19 21 47.46 142.91 119.81 88.98 41.37
2023 05 08 19 22 47.64 143.15 119.82 89.22 41.36
2023 05 08 19 23 47.82 143.39 119.83 89.46 41.36
2023 05 08 19 24 48.00 143.64 119.84 89.70 41.35
2023 05 08 19 25 48.19 143.88 119.85 89.94 41.34
2023 05 08 19 26 48.37 144.12 119.87 90.18 41.33
2023 05 08 19 27 48.55 144.37 119.88 90.42 41.33
2023 05 08 19 28 48.73 144.61 119.89 90.66 41.32
2023 05 08 19 29 48.91 144.85 119.90 90.89 41.31
2023 05 08 19 30 49.09 145.09 119.91 91.13 41.30
2023 05 08 19 31 49.27 145.33 119.92 91.36 41.30
2023 05 08 19 32 49.45 145.57 119.93 91.60 41.29
2023 05 08 19 33 49.63 145.81 119.94 91.83 41.28
2023 05 08 19 34 49.81 146.05 119.95 92.06 41.28
2023 05 08 19 35 49.99 146.29 119.96 92.29 41.27
2023 05 08 19 36 50.17 146.52 119.97 92.52 41.26
2023 05 08 19 37 50.35 146.76 119.98 92.75 41.26
2023 05 08 19 38 50.53 147.00 119.99 92.97 41.25
2023 05 08 19 39 50.71 147.24 120.00 93.20 41.24
2023 05 08 19 40 50.88 147.47 120.01 93.43 41.24
2023 05 08 19 41 51.06 147.71 120.02 93.65 41.23
2023 05 08 19 42 51.24 147.94 120.03 93.87 41.23
2023 05 08 19 43 51.42 148.18 120.04 94.10 41.22
2023 05 08 19 44 51.60 148.41 120.05 94.32 41.22
2023 05 08 19 45 51.78 148.64 120.06 94.54 41.21
2023 05 08 19 46 51.95 148.87 120.07 94.76 41.21
2023 05 08 19 47 52.13 149.10 120.08 94.97 41.20
2023 05 08 19 48 52.31 149.34 120.09 95.19 41.20
2023 05 08 19 49 52.48 149.57 120.10 95.41 41.19
2023 05 08 19 50 52.66 149.79 120.11 95.62 41.19
2023 05 08 19 51 52.84 150.02 120.11 95.84 41.18
2023 05 08 19 52 53.01 150.25 120.12 96.05 41.18
2023 05 08 19 53 53.19 150.48 120.13 96.26 41.18
2023 05 08 19 54 53.36 150.70 120.14 96.47 41.18
2023 05 08 19 55 53.54 150.93 120.15 96.68 41.17
2023 05 08 19 56 53.71 151.15 120.16 96.89 41.17
2023 05 08 19 57 53.89 151.38 120.17 97.10 41.17
2023 05 08 19 58 54.06 151.60 120.18 97.31 41.17
2023 05 08 19 59 54.24 151.82 120.18 97.51 41.17
2023 05 08 20 00 54.41 152.04 120.19 97.72 41.17
2023 05 08 20 01 54.58 152.27 120.20 97.92 41.17
2023 05 08 20 02 54.76 152.48 120.21 98.12 41.17
2023 05 08 20 03 54.93 152.70 120.22 98.32 41.17
2023 05 08 20 04 55.10 152.92 120.22 98.53 41.17
2023 05 08 20 05 55.27 153.14 120.23 98.73 41.18
2023 05 08 20 06 55.45 153.35 120.24 98.92 41.18
2023 05 08 20 07 55.62 153.57 120.24 99.12 41.18
2023 05 08 20 08 55.79 153.78 120.25 99.32 41.19
2023 05 08 20 09 55.96 154.00 120.26 99.51 41.19
2023 05 08 20 10 56.13 154.21 120.26 99.71 41.20
2023 05 08 20 11 56.30 154.42 120.27 99.90 41.20
2023 05 08 20 12 56.47 154.63 120.28 100.10 41.21
2023 05 08 20 13 56.64 154.84 120.28 100.29 41.22
2023 05 08 20 14 56.81 155.04 120.29 100.48 41.22
2023 05 08 20 15 56.98 155.25 120.29 100.67 41.23
2023 05 08 20 16 57.15 155.46 120.30 100.86 41.24
2023 05 08 20 17 57.31 155.66 120.30 101.04 41.25
2023 05 08 20 18 57.48 155.87 120.31 101.23 41.26
2023 05 08 20 19 57.65 156.07 120.31 101.41 41.28
2023 05 08 20 20 57.82 156.27 120.32 101.60 41.29
2023 05 08 20 21 57.98 156.47 120.32 101.78 41.30
2023 05 08 20 22 58.15 156.67 120.32 101.96 41.32
2023 05 08 20 23 58.31 156.87 120.33 102.15 41.34
2023 05 08 20 24 58.48 157.06 120.33 102.33 41.35
2023 05 08 20 25 58.64 157.26 120.33 102.51 41.37
2023 05 08 20 26 58.81 157.46 120.34 102.68 41.39
2023 05 08 20 27 58.97 157.65 120.34 102.86 41.41
2023 05 08 20 28 59.13 157.84 120.34 103.04 41.43
2023 05 08 20 29 59.30 158.03 120.34 103.21 41.45
2023 05 08 20 30 59.46 158.22 120.35 103.39 41.48
2023 05 08 20 31 59.62 158.41 120.35 103.56 41.50
2023 05 08 20 32 59.78 158.60 120.35 103.73 41.53
2023 05 08 20 33 59.94 158.78 120.35 103.90 41.56
2023 05 08 20 34 60.10 158.97 120.35 104.07 41.59
2023 05 08 20 35 60.26 159.15 120.35 104.24 41.62
2023 05 08 20 36 60.42 159.34 120.35 104.41 41.65
2023 05 08 20 37 60.58 159.52 120.35 104.58 41.68
2023 05 08 20 38 60.73 159.70 120.35 104.74 41.72
2023 05 08 20 39 60.89 159.87 120.35 104.91 41.76
2023 05 08 20 40 61.05 160.05 120.35 105.07 41.79
2023 05 08 20 41 61.20 160.23 120.34 105.24 41.83
2023 05 08 20 42 61.36 160.40 120.34 105.40 41.88
2023 05 08 20 43 61.51 160.58 120.34 105.56 41.92
2023 05 08 20 44 61.67 160.75 120.34 105.72 41.97
2023 05 08 20 45 61.82 160.92 120.33 105.88 42.01
2023 05 08 20 46 61.97 161.09 120.33 106.04 42.06
2023 05 08 20 47 62.13 161.26 120.33 106.19 42.11
2023 05 08 20 48 62.28 161.42 120.32 106.35 42.17
2023 05 08 20 49 62.43 161.59 120.32 106.50 42.22
2023 05 08 20 50 62.58 161.75 120.31 106.66 42.28
2023 05 08 20 51 62.73 161.91 120.31 106.81 42.34
2023 05 08 20 52 62.87 162.07 120.30 106.96 42.40
2023 05 08 20 53 63.02 162.23 120.30 107.11 42.47
2023 05 08 20 54 63.17 162.39 120.29 107.26 42.54
2023 05 08 20 55 63.32 162.55 120.28 107.41 42.60
2023 05 08 20 56 63.46 162.70 120.28 107.56 42.68
2023 05 08 20 57 63.61 162.86 120.27 107.71 42.75
