# realtime, hour, min, alt, baseline, rate, SC
44672.566666668 01 36 60.04 108.95 336.37 0.28
44672.567361112 01 37 60.27 109.11 336.57 0.28
44672.568055557 01 38 60.49 109.27 336.78 0.28
44672.568750001 01 39 60.72 109.43 336.98 0.28
44672.569444446 01 40 60.94 109.59 337.19 0.27
44672.570138890 01 41 61.17 109.75 337.39 0.27
44672.570833335 01 42 61.39 109.91 337.59 0.27
44672.571527779 01 43 61.62 110.06 337.80 0.27
44672.572222223 01 44 61.84 110.22 338.00 0.27
44672.572916668 01 45 62.07 110.37 338.21 0.27
44672.573611112 01 46 62.29 110.52 338.41 0.27
44672.574305557 01 47 62.52 110.67 338.61 0.27
44672.575000001 01 48 62.74 110.82 338.82 0.27
44672.575694446 01 49 62.97 110.97 339.02 0.26
44672.576388890 01 50 63.19 111.12 339.22 0.26
44672.577083335 01 51 63.42 111.26 339.43 0.26
44672.577777779 01 52 63.64 111.41 339.63 0.26
44672.578472223 01 53 63.87 111.55 339.84 0.26
44672.579166668 01 54 64.09 111.69 340.00 0.26
44672.579861112 01 55 64.32 111.83 340.10 0.26
44672.580555557 01 56 64.54 111.97 340.20 0.26
44672.581250001 01 57 64.76 112.11 340.30 0.26
44672.581944446 01 58 64.99 112.25 340.41 0.25
44672.582638890 01 59 65.21 112.39 340.61 0.25
44672.583333335 02 00 65.44 112.52 340.81 0.25
44672.584027779 02 01 65.66 112.65 341.01 0.25
44672.584722223 02 02 65.89 112.79 341.22 0.25
44672.585416668 02 03 66.11 112.92 341.42 0.25
44672.586111112 02 04 66.34 113.05 341.62 0.25
44672.586805557 02 05 66.56 113.17 341.83 0.25
44672.587500001 02 06 66.79 113.30 342.03 0.25
44672.588194446 02 07 67.01 113.43 342.23 0.25
44672.588888890 02 08 67.24 113.55 342.33 0.25
44672.589583335 02 09 67.46 113.68 342.43 0.24
44672.590277779 02 10 67.69 113.80 342.54 0.24
44672.590972223 02 11 67.91 113.92 342.64 0.24
44672.591666668 02 12 68.14 114.04 342.80 0.24
44672.592361112 02 13 68.36 114.16 343.00 0.24
44672.593055557 02 14 68.59 114.28 343.21 0.24
44672.593750001 02 15 68.81 114.39 343.41 0.24
44672.594444446 02 16 69.03 114.51 343.60 0.24
44672.595138890 02 17 69.26 114.62 343.70 0.24
44672.595833335 02 18 69.48 114.73 343.80 0.24
44672.596527779 02 19 69.71 114.85 343.90 0.24
44672.597222223 02 20 69.93 114.96 344.01 0.24
44672.597916668 02 21 70.16 115.06 344.11 0.24
44672.598611112 02 22 70.38 115.17 344.21 0.23
44672.599305557 02 23 70.60 115.28 344.31 0.23
44672.600000001 02 24 70.83 115.38 344.41 0.23
44672.600694446 02 25 71.05 115.49 344.54 0.23
44672.601388890 02 26 71.28 115.59 344.74 0.23
44672.602083335 02 27 71.50 115.69 344.95 0.23
44672.602777779 02 28 71.73 115.79 345.15 0.23
44672.603472224 02 29 71.95 115.89 345.35 0.23
44672.604166668 02 30 72.17 115.99 345.48 0.23
44672.604861112 02 31 72.40 116.09 345.58 0.23
44672.605555557 02 32 72.62 116.18 345.68 0.23
44672.606250001 02 33 72.84 116.28 345.78 0.23
44672.606944446 02 34 73.07 116.37 345.88 0.23
44672.607638890 02 35 73.29 116.46 345.98 0.23
44672.608333335 02 36 73.52 116.55 346.08 0.23
44672.609027779 02 37 73.74 116.64 346.19 0.22
44672.609722224 02 38 73.96 116.73 346.29 0.22
44672.610416668 02 39 74.19 116.82 346.39 0.22
44672.611111112 02 40 74.41 116.91 346.49 0.22
44672.611805557 02 41 74.63 116.99 346.59 0.22
44672.612500001 02 42 74.85 117.08 346.69 0.22
44672.613194446 02 43 75.08 117.16 346.79 0.22
44672.613888890 02 44 75.30 117.24 346.89 0.22
44672.614583335 02 45 75.52 117.32 346.99 0.22
44672.615277779 02 46 75.74 117.40 347.09 0.22
44672.615972224 02 47 75.97 117.48 347.19 0.22
44672.616666668 02 48 76.19 117.55 347.30 0.22
44672.617361112 02 49 76.41 117.63 347.40 0.22
44672.618055557 02 50 76.63 117.70 347.50 0.22
44672.618750001 02 51 76.85 117.78 347.60 0.22
44672.619444446 02 52 77.07 117.85 347.66 0.22
44672.620138890 02 53 77.30 117.92 347.66 0.22
44672.620833335 02 54 77.52 117.99 347.66 0.22
44672.621527779 02 55 77.74 118.06 347.66 0.22
44672.622222224 02 56 77.96 118.13 347.66 0.21
44672.622916668 02 57 78.18 118.19 347.74 0.21
44672.623611112 02 58 78.40 118.26 347.84 0.21
44672.624305557 02 59 78.62 118.32 347.94 0.21
44672.625000001 03 00 78.84 118.39 348.04 0.21
44672.625694446 03 01 79.06 118.45 348.14 0.21
44672.626388890 03 02 79.28 118.51 348.24 0.21
44672.627083335 03 03 79.49 118.57 348.34 0.21
44672.627777779 03 04 79.71 118.63 348.44 0.21
44672.628472224 03 05 79.93 118.69 348.54 0.21
44672.629166668 03 06 80.15 118.74 348.57 0.21
44672.629861112 03 07 80.36 118.80 348.57 0.21
44672.630555557 03 08 80.58 118.85 348.57 0.21
44672.631250001 03 09 80.79 118.90 348.57 0.21
44672.631944446 03 10 81.01 118.96 348.57 0.21
44672.632638890 03 11 81.22 119.01 348.67 0.21
44672.633333335 03 12 81.44 119.06 348.77 0.21
44672.634027779 03 13 81.65 119.11 348.86 0.21
44672.634722224 03 14 81.86 119.15 348.96 0.21
44672.635416668 03 15 82.07 119.20 349.02 0.21
44672.636111113 03 16 82.28 119.25 349.02 0.21
44672.636805557 03 17 82.49 119.29 349.02 0.21
44672.637500001 03 18 82.70 119.33 349.02 0.21
44672.638194446 03 19 82.91 119.37 349.02 0.21
44672.638888890 03 20 83.12 119.42 349.08 0.21
44672.639583335 03 21 83.32 119.46 349.17 0.21
44672.640277779 03 22 83.52 119.50 349.26 0.21
44672.640972224 03 23 83.73 119.53 349.35 0.21
44672.641666668 03 24 83.92 119.57 349.44 0.21
44672.642361113 03 25 84.12 119.61 349.48 0.21
44672.643055557 03 26 84.32 119.64 349.48 0.20
44672.643750001 03 27 84.51 119.67 349.48 0.20
44672.644444446 03 28 84.70 119.71 349.48 0.20
