# year, month, day, hour, min, alt, bl13, bl14, bl34, moon 
2023 05 10 17 00 -29.90 0.00 0.00 0.00 0.00
2023 05 10 17 01 -29.76 0.00 0.00 0.00 0.00
2023 05 10 17 02 -29.62 0.00 0.00 0.00 0.00
2023 05 10 17 03 -29.48 0.00 0.00 0.00 0.00
2023 05 10 17 04 -29.35 0.00 0.00 0.00 0.00
2023 05 10 17 05 -29.20 0.00 0.00 0.00 0.00
2023 05 10 17 06 -29.06 0.00 0.00 0.00 0.00
2023 05 10 17 07 -28.92 0.00 0.00 0.00 0.00
2023 05 10 17 08 -28.78 0.00 0.00 0.00 0.00
2023 05 10 17 09 -28.64 0.00 0.00 0.00 0.00
2023 05 10 17 10 -28.49 0.00 0.00 0.00 0.00
2023 05 10 17 11 -28.35 0.00 0.00 0.00 0.00
2023 05 10 17 12 -28.20 0.00 0.00 0.00 0.00
2023 05 10 17 13 -28.06 0.00 0.00 0.00 0.00
2023 05 10 17 14 -27.91 0.00 0.00 0.00 0.00
2023 05 10 17 15 -27.77 0.00 0.00 0.00 0.00
2023 05 10 17 16 -27.62 0.00 0.00 0.00 0.00
2023 05 10 17 17 -27.47 0.00 0.00 0.00 0.00
2023 05 10 17 18 -27.32 0.00 0.00 0.00 0.00
2023 05 10 17 19 -27.17 0.00 0.00 0.00 0.00
2023 05 10 17 20 -27.03 0.00 0.00 0.00 0.00
2023 05 10 17 21 -26.88 0.00 0.00 0.00 0.00
2023 05 10 17 22 -26.72 0.00 0.00 0.00 0.00
2023 05 10 17 23 -26.57 0.00 0.00 0.00 0.00
2023 05 10 17 24 -26.42 0.00 0.00 0.00 0.00
2023 05 10 17 25 -26.27 0.00 0.00 0.00 0.00
2023 05 10 17 26 -26.12 0.00 0.00 0.00 0.00
2023 05 10 17 27 -25.96 0.00 0.00 0.00 0.00
2023 05 10 17 28 -25.81 0.00 0.00 0.00 0.00
2023 05 10 17 29 -25.65 0.00 0.00 0.00 0.00
2023 05 10 17 30 -25.50 0.00 0.00 0.00 0.00
2023 05 10 17 31 -25.34 0.00 0.00 0.00 0.00
2023 05 10 17 32 -25.19 0.00 0.00 0.00 0.00
2023 05 10 17 33 -25.03 0.00 0.00 0.00 0.00
2023 05 10 17 34 -24.87 0.00 0.00 0.00 0.00
2023 05 10 17 35 -24.72 0.00 0.00 0.00 0.00
2023 05 10 17 36 -24.56 0.00 0.00 0.00 0.00
2023 05 10 17 37 -24.40 0.00 0.00 0.00 0.00
2023 05 10 17 38 -24.24 0.00 0.00 0.00 0.00
2023 05 10 17 39 -24.08 0.00 0.00 0.00 0.00
2023 05 10 17 40 -23.92 0.00 0.00 0.00 0.00
2023 05 10 17 41 -23.76 0.00 0.00 0.00 0.00
2023 05 10 17 42 -23.60 0.00 0.00 0.00 0.00
2023 05 10 17 43 -23.44 0.00 0.00 0.00 0.00
2023 05 10 17 44 -23.27 0.00 0.00 0.00 0.00
2023 05 10 17 45 -23.11 0.00 0.00 0.00 0.00
2023 05 10 17 46 -22.95 0.00 0.00 0.00 0.00
2023 05 10 17 47 -22.79 0.00 0.00 0.00 0.00
2023 05 10 17 48 -22.62 0.00 0.00 0.00 0.00
2023 05 10 17 49 -22.46 0.00 0.00 0.00 0.00
2023 05 10 17 50 -22.29 0.00 0.00 0.00 0.00
2023 05 10 17 51 -22.13 0.00 0.00 0.00 0.00
2023 05 10 17 52 -21.96 0.00 0.00 0.00 0.00
2023 05 10 17 53 -21.79 0.00 0.00 0.00 0.00
2023 05 10 17 54 -21.63 0.00 0.00 0.00 0.00
2023 05 10 17 55 -21.46 0.00 0.00 0.00 0.00
2023 05 10 17 56 -21.29 0.00 0.00 0.00 0.00
